央视,#genre#
河南卫视,http://221.2.36.34:8888/newlive/live/hls/33/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
吉林卫视,http://221.2.36.34:8888/newlive/live/hls/35/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
辽宁卫视,http://221.2.36.34:8888/newlive/live/hls/43/live.m3u8
东南卫视,http://221.2.36.34:8888/newlive/live/hls/44/live.m3u8
黑龙江卫视,http://221.2.36.34:8888/newlive/live/hls/45/live.m3u8
河北卫视,http://221.2.36.34:8888/newlive/live/hls/46/live.m3u8
海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
西藏卫视,http://221.2.36.34:8888/newlive/live/hls/37/live.m3u8
新疆卫视,http://221.2.36.34:8888/newlive/live/hls/38/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8



湖南卫视,http://39.184.224.99:9080/newlive/live/hls/18/live.m3u8
东方卫视,http://39.184.224.99:9080/newlive/live/hls/19/live.m3u8
江苏卫视,http://39.184.224.99:9080/newlive/live/hls/20/live.m3u8
北京卫视,http://39.184.224.99:9080/newlive/live/hls/21/live.m3u8
深圳卫视,http://39.184.224.99:9080/newlive/live/hls/22/live.m3u8
广东卫视,http://39.184.224.99:9080/newlive/live/hls/23/live.m3u8
天津卫视,http://39.184.224.99:9080/newlive/live/hls/24/live.m3u8
山东卫视,http://39.184.224.99:9080/newlive/live/hls/25/live.m3u8
湖北卫视,http://39.184.224.99:9080/newlive/live/hls/26/live.m3u8
黑龙江卫视,http://39.184.224.99:9080/newlive/live/hls/27/live.m3u8
重庆卫视,http://39.184.224.99:9080/newlive/live/hls/28/live.m3u8
辽宁卫视,http://39.184.224.99:9080/newlive/live/hls/29/live.m3u8
安徽卫视,http://39.184.224.99:9080/newlive/live/hls/30/live.m3u8
江西卫视,http://39.184.224.99:9080/newlive/live/hls/31/live.m3u8
河南卫视,http://121.51.249.6/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43025/index.m3u8
河南卫视,http://39.184.224.99:9080/newlive/live/hls/32/live.m3u8
四川卫视,http://39.184.224.99:9080/newlive/live/hls/33/live.m3u8
东南卫视,http://39.184.224.99:9080/newlive/live/hls/34/live.m3u8
广西卫视,http://39.184.224.99:9080/newlive/live/hls/35/live.m3u8
河北卫视,http://39.184.224.99:9080/newlive/live/hls/36/live.m3u8
山西卫视,http://39.184.224.99:9080/newlive/live/hls/37/live.m3u8
陕西卫视,http://39.184.224.99:9080/newlive/live/hls/38/live.m3u8
贵州卫视,http://39.184.224.99:9080/newlive/live/hls/39/live.m3u8
青海卫视,http://39.184.224.99:9080/newlive/live/hls/40/live.m3u8
宁夏卫视,http://39.184.224.99:9080/newlive/live/hls/41/live.m3u8
甘肃卫视,http://39.184.224.99:9080/newlive/live/hls/42/live.m3u8
吉林卫视,http://39.184.224.99:9080/newlive/live/hls/43/live.m3u8
内蒙古卫视,http://39.184.224.99:9080/newlive/live/hls/44/live.m3u8
新疆卫视,http://39.184.224.99:9080/newlive/live/hls/45/live.m3u8
西藏卫视,http://39.184.224.99:9080/newlive/live/hls/46/live.m3u8
云南卫视,http://39.184.224.99:9080/newlive/live/hls/47/live.m3u8
爱喜剧,http://39.184.224.99:9080/newlive/live/hls/55/live.m3u8
爱科幻,http://39.184.224.99:9080/newlive/live/hls/56/live.m3u8

河南卫视,http://218.29.55.44:808/hls/16/index.m3u8
浙江卫视,http://218.29.55.44:808/hls/26/index.m3u8
湖南卫视,http://218.29.55.44:808/hls/27/index.m3u8
江苏卫视,http://218.29.55.44:808/hls/28/index.m3u8
北京卫视,http://218.29.55.44:808/hls/29/index.m3u8
广东卫视,http://218.29.55.44:808/hls/30/index.m3u8
黑龙江卫视,http://218.29.55.44:808/hls/31/index.m3u8
山东卫视,http://218.29.55.44:808/hls/32/index.m3u8
安徽卫视,http://218.29.55.44:808/hls/33/index.m3u8
辽宁卫视,http://218.29.55.44:808/hls/34/index.m3u8
贵州卫视,http://218.29.55.44:808/hls/36/index.m3u8
河北卫视,http://218.29.55.44:808/hls/37/index.m3u8
江西卫视,http://218.29.55.44:808/hls/38/index.m3u8
深圳卫视,http://218.29.55.44:808/hls/39/index.m3u8
四川卫视,http://218.29.55.44:808/hls/40/index.m3u8
湖北卫视,http://218.29.55.44:808/hls/41/index.m3u8
天津卫视,http://218.29.55.44:808/hls/42/index.m3u8
云南卫视,http://218.29.55.44:808/hls/43/index.m3u8
重庆卫视,http://218.29.55.44:808/hls/44/index.m3u8
吉林卫视,http://218.29.55.44:808/hls/45/index.m3u8
东南卫视,http://218.29.55.44:808/hls/49/index.m3u8
陕西卫视,http://218.29.55.44:808/hls/35/index.m3u8
宁夏卫视,http://218.29.55.44:808/hls/46/index.m3u8
广西卫视,http://218.29.55.44:808/hls/47/index.m3u8
甘肃卫视,http://218.29.55.44:808/hls/48/index.m3u8
内蒙古卫视,http://218.29.55.44:808/hls/50/index.m3u8
山西卫视,http://218.29.55.44:808/hls/51/index.m3u8
青海卫视,http://218.29.55.44:808/hls/52/index.m3u8



江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
东方卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226261/index.m3u8?
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
甘肃卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
炫动卡通,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8


江苏卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangsuHD/__op/default/__f//index.m3u8
北京卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/beijingHD/__op/default/__f//index.m3u8
浙江卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/zhejiangHD/__op/default/__f//index.m3u8
上海卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/shanghaiHD/__op/default/__f//index.m3u8
深圳卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/shenzhenHD/__op/default/__f//index.m3u8
辽宁卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/liaoningHD/__op/default/__f//index.m3u8
天津卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/tianjinHD/__op/default/__f//index.m3u8
贵州卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/guizhouHD/__op/default/__f//index.m3u8
四川卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/sichuanHD/__op/default/__f//index.m3u8
重庆卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/chongqingHD/__op/default/__f//index.m3u8
云南卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/yunnanSD/__op/default/__f//index.m3u8
黑龙江卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/heilongjiangHD/__op/default/__f//index.m3u8
安徽卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/anhuiSD/__op/default/__f//index.m3u8
河北卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/hebeiSD/__op/default/__f//index.m3u8
江西卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangxiHD/__op/default/__f//index.m3u8
湖北卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/hubeiSD/__op/default/__f//index.m3u8
海南卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/hainanSD/__op/default/__f//index.m3u8
东南卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/dongnanHD/__op/default/__f//index.m3u8
吉林卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/jilinHD/__op/default/__f//index.m3u8
广西卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/guangxiHD/__op/default/__f//index.m3u8
内蒙古卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/neimengkuSD/__op/default/__f//index.m3u8
湖南卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/hunanHD/__op/default/__f//index.m3u8
广东卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/guangdongHD/__op/default/__f//index.m3u8
河南卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/henanHD/__op/default/__f//index.m3u8
山西卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f//index.m3u8
兵团卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/bingtuanSD/__op/default/__f//index.m3u8
宁夏卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f//index.m3u8
北京卡酷少儿, http://bytedance.live.cqccn.com/__cl/cg:live/__c/bjkakuSD/__op/default/__f//index.m3u8
金鹰卡通, http://bytedance.live.cqccn.com/__cl/cg:live/__c/jinyingSD/__op/default/__f//index.m3u8
三沙卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f//index.m3u8
青海卫视, http://bytedance.live.cqccn.com/__cl/cg:live/__c/qinghaiSD/__op/default/__f//index.m3u8
中国天气, http://bytedance.live.cqccn.com/__cl/cg:live/__c/tianqiSD/__op/default/__f//index.m3u8
新疆卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/xinjiangSD/__op/default/__f//index.m3u8
西藏卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/xizangSD/__op/default/__f//index.m3u8
教育卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sdjiaoyuSD/__op/default/__f//index.m3u8



湖南卫视,https://live.v1.mk/aishang/hunwshd
浙江卫视,https://live.v1.mk/aishang/zjwshd
东方卫视,https://live.v1.mk/aishang/dfwshd
江苏卫视,https://live.v1.mk/aishang/jswshd
北京卫视,https://live.v1.mk/aishang/bjwshd
深圳卫视,https://live.v1.mk/aishang/szwshd
山东卫视,https://live.v1.mk/aishang/sdwshd
广东卫视,https://live.v1.mk/aishang/gdwshd
安徽卫视,https://live.v1.mk/aishang/ahwshd
东南卫视,https://live.v1.mk/aishang/dnwshd
天津卫视,https://live.v1.mk/aishang/tjwshd
重庆卫视,https://live.v1.mk/aishang/cqws
湖北卫视,https://live.v1.mk/aishang/hubwshd
四川卫视,https://live.v1.mk/aishang/scws
河南卫视,https://live.v1.mk/aishang/hnws
陕西卫视,https://live.v1.mk/aishang/sxws
吉林卫视,https://live.v1.mk/aishang/jlws
云南卫视,https://live.v1.mk/aishang/ynws
广西卫视,https://live.v1.mk/aishang/gxws
江西卫视,https://live.v1.mk/aishang/jxws
黑龙江卫视,https://live.v1.mk/aishang/hljwshd
河北卫视,https://live.v1.mk/aishang/hbwshd
青海卫视,https://live.v1.mk/aishang/qhws
贵州卫视,https://live.v1.mk/aishang/gzwshd
西藏卫视,https://live.v1.mk/aishang/xzws
甘肃卫视,https://live.v1.mk/aishang/gsws
新疆卫视,https://live.v1.mk/aishang/xjws
厦门卫视,https://live.v1.mk/aishang/xmws
内蒙古卫视,https://live.v1.mk/aishang/nmws
CHC动作电影,https://live.v1.mk/aishang/chcdzdy
CHC高清电影,https://live.v1.mk/aishang/chcgqdy
CHC家庭影院,https://live.v1.mk/aishang/chcjtyy
中国教育,https://live.v1.mk/aishang/cetv1hd
中国教育2,https://live.v1.mk/aishang/cetv2
中国教育4,https://live.v1.mk/aishang/cetv4
山东教育卫视,https://live.v1.mk/aishang/sdjy
金鹰纪实,https://live.v1.mk/aishang/jyjs
金鹰卡通,https://live.v1.mk/aishang/jykt
卡酷少儿,https://live.v1.mk/aishang/kkse
嘉佳卡通,https://live.v1.mk/aishang/jjkt
新动漫,https://live.v1.mk/aishang/xdm

浙江卫视,http://125.210.152.19:9120/live/hzgq-zjwsgq-h264.m3u8
安徽卫视,http://125.210.152.19:9120/live/hzgq-ahwsgq-h264.m3u8
北京纪实,http://125.210.152.19:9120/live/hszx-bjjs-h264.m3u8
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8
兵团卫视,http://125.210.152.19:9120/live/hszx-bttv-h264.m3u8
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8
甘肃卫视,http://125.210.152.19:9120/live/hszx-gstv-h264.m3u8
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
海南卫视,http://125.210.152.19:9120/live/hszx-lytv-h264.m3u8
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
湖南卫视,http://125.210.152.19:9120/live/hzgq-hnwsgq-h264.m3u8
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
内蒙古卫视,http://125.210.152.19:9120/live/hszx-nmgtv-h264.m3u8
宁夏卫视,http://125.210.152.19:9120/live/hszx-nxtv-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-shanxitv-h264.m3u8
陕西卫视,http://125.210.152.19:9120/live/hszx-sxtv-h264.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
西藏卫视,http://125.210.152.19:9120/live/hszx-xztv-h264.m3u8
河南卫视,http://125.210.152.19:9120/live/hzgq-henangq-h264.m3u8
青海卫视,http://125.210.152.19:9120/live/hszx-qhtv-h264.m3u8
四川卫视,http://125.210.152.19:9120/live/hzgq-ssws-h264.m3u8
新疆卫视,http://125.210.152.19:9120/live/hszx-xjtv-h264.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8

广西卫视,http://218.204.51.252:9901/tsfile/live/1003_1.m3u8
东方卫视,http://218.204.51.252:9901/tsfile/live/1025_1.m3u8
北京卫视,http://218.204.51.252:9901/tsfile/live/1026_1.m3u8
黑龙江卫视,http://218.204.51.252:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://218.204.51.252:9901/tsfile/live/1027_1.m3u8
辽宁卫视,http://218.204.51.252:9901/tsfile/live/1030_1.m3u8
江苏卫视,http://218.204.51.252:9901/tsfile/live/1029_1.m3u8
安徽卫视,http://218.204.51.252:9901/tsfile/live/1032_1.m3u8
广东卫视,http://218.204.51.252:9901/tsfile/live/1031_1.m3u8
江西卫视,http://218.204.51.252:9901/tsfile/live/1033_1.m3u8
山东卫视,http://218.204.51.252:9901/tsfile/live/1034_1.m3u8
湖南卫视,http://218.204.51.252:9901/tsfile/live/1035_1.m3u8
深圳卫视,http://218.204.51.252:9901/tsfile/live/1037_1.m3u8
湖北卫视,http://218.204.51.252:9901/tsfile/live/1036_1.m3u8
四川卫视,http://218.204.51.252:9901/tsfile/live/1038_1.m3u8
云南卫视,http://218.204.51.252:9901/tsfile/live/1040_1.m3u8
重庆卫视,http://218.204.51.252:9901/tsfile/live/1041_1.m3u8
天津卫视,http://218.204.51.252:9901/tsfile/live/1042_1.m3u8
河南卫视,http://218.204.51.252:9901/tsfile/live/1039_1.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
西藏卫视,http://218.204.51.252:9901/tsfile/live/1046_1.m3u8
山西卫视,http://218.204.51.252:9901/tsfile/live/1043_1.m3u8
河北卫视,http://218.204.51.252:9901/tsfile/live/1045_1.m3u8
贵州卫视,http://218.204.51.252:9901/tsfile/live/1047_1.m3u8
吉林卫视,http://218.204.51.252:9901/tsfile/live/1048_1.m3u8
青海卫视,http://218.204.51.252:9901/tsfile/live/1050_1.m3u8
宁夏卫视,http://218.204.51.252:9901/tsfile/live/1049_1.m3u8

湖南卫视,http://1.195.111.251:11190/tsfile/live/0128_1.m3u8
江苏卫视,http://1.195.111.251:11190/tsfile/live/0124_1.m3u8
深圳卫视,http://1.195.111.251:11190/tsfile/live/0126_1.m3u8
北京卫视,http://1.195.111.251:11190/tsfile/live/0122_1.m3u8
天津卫视,http://1.195.111.251:11190/tsfile/live/0135_1.m3u8
东方卫视,http://1.195.111.251:11190/tsfile/live/0107_1.m3u8
山东卫视,http://1.195.111.251:11190/tsfile/live/0131_1.m3u8
湖北卫视,http://1.195.111.251:11190/tsfile/live/0132_1.m3u8
安徽卫视,http://1.195.111.251:11190/tsfile/live/0130_1.m3u8
河南卫视,http://1.195.111.251:11190/tsfile/live/0139_1.m3u8
江西卫视,http://1.195.111.251:11190/tsfile/live/0138_1.m3u8

江西卫视,http://jxtv2-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8
陕西卫视,http://stream.snrtv.com/sxbc-star-AMNY34.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

体育频道,#genre#
五星体育,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/wxtyhd8m/8000000/mnf.m3u8
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd8m/8000000

咪咕体育,http://117.136.156.66:80/000000001000/3000000010000005180/index.m3u8
咪咕体育,http://117.136.156.71:80/000000001000/3000000010000005180/index.m3u8
咪咕体育,http://117.136.156.35:80/000000001000/3000000010000005180/index.m3u8
Sports UHD,http://clientsportals.com:2095/d4Je5xwD/yadTXB63/114242

重庆频道,#genre#
SiTV欢笑剧场 4K,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hxjc_4K/__op/default/__f//index.m3u8

重庆新闻高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqtvnewsHD/__op/default/__f//index.m3u8
重庆科教高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqtvkejiaoHD/__op/default/__f//index.m3u8
重庆影视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f//index.m3u8
重庆文体娱乐高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f//index.m3u8
重庆少儿高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqseHD/__op/default/__f//index.m3u8
重庆新农村高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqggncHD /__op/default/__f//index.m3u8
重庆时尚生活高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqssgwHD/__op/default/__f//index.m3u8
重庆汽摩高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqcarSD/__op/default/__f//index.m3u8
重庆社会与法HD,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqtvtrendyHD/__op/default/__f//index.m3u8
重庆移动高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/mryyHD/__op/default/__f//index.m3u8
重广融媒,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqrongmei/__op/default/__f//index.m3u8
爱看导视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/aikanHD/__op/default/__f//index.m3u8
合川综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hechuan/__op/default/__f//index.m3u8
长寿综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/changshou/__op/default/__f//index.m3u8
酉阳综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/youyang/__op/default/__f//index.m3u8
秀山综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/xiushan/__op/default/__f//index.m3u8
黔江综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qianjiang/__op/default/__f//index.m3u8
巫山综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/wushanzhSD/__op/default/__f//index.m3u8
涪陵综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fulingzh/__op/default/__f//index.m3u8
江津综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangjinHD/__op/default/__f//index.m3u8
铜梁综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/tongliangzongheHD/__op/default/__f//index.m3u8
荣昌综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/rongchangHD/__op/default/__f//index.m3u8
巫溪综合,http://bytedance.live.cqccn.com/__cl/cg:live/__c/wlzh/__op/default/__f//index.m3u8
CETV-1,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cetv-1SD/__op/default/__f//index.m3u8
CETV-4,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cetv-4SD/__op/default/__f//index.m3u8
中学生,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qicai/__op/default/__f//index.m3u8
发现之旅,http://bytedance.live.cqccn.com/__cl/cg:live/__c/faxian/__op/default/__f//index.m3u8
老故事,http://bytedance.live.cqccn.com/__cl/cg:live/__c/gushi/__op/default/__f//index.m3u8
书画,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shuhua/__op/default/__f//index.m3u8
摄影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sheying/__op/default/__f//index.m3u8
国学,http://bytedance.live.cqccn.com/__cl/cg:live/__c/guoxue/__op/default/__f//index.m3u8
靓妆,http://bytedance.live.cqccn.com/__cl/cg:live/__c/liang/__op/default/__f//index.m3u8
网络棋牌,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qipai/__op/default/__f//index.m3u8
新动漫,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dongman/__op/default/__f//index.m3u8
游戏竞技,http://bytedance.live.cqccn.com/__cl/cg:live/__c/youxi/__op/default/__f//index.m3u8
中华特产,http://bytedance.live.cqccn.com/__cl/cg:live/__c/techan/__op/default/__f//index.m3u8
极速汽车,http://bytedance.live.cqccn.com/__cl/cg:live/__c/car/__op/default/__f//index.m3u8
生态环境,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shengtai/__op/default/__f//index.m3u8
四海钓鱼,http://bytedance.live.cqccn.com/__cl/cg:live/__c/diaoyu/__op/default/__f//index.m3u8
中国气象,http://bytedance.live.cqccn.com/__cl/cg:live/__c/tianqiSD/__op/default/__f//index.m3u8
车迷频道,http://bytedance.live.cqccn.com/__cl/cg:live/__c/doxtv/__op/default/__f//index.m3u8
CGTN,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cgtnSD/__op/default/__f//index.m3u8
求索纪录高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8
百姓健康,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiankangSD/__op/default/__f//index.m3u8
快乐垂钓高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/klcdHD/__op/default/__f//index.m3u8
早期教育,http://bytedance.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
东方财*,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dfcj/__op/default/__f//index.m3u8
证券服务,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiazheng/__op/default/__f//index.m3u8
收藏天下,http://bytedance.live.cqccn.com/__cl/cg:live/__c/soucang/__op/default/__f//index.m3u8
财富天下,http://bytedance.live.cqccn.com/__cl/cg:live/__c/caifu/__op/default/__f//index.m3u8
天元围棋,http://bytedance.live.cqccn.com/__cl/cg:live/__c/weiqi/__op/default/__f//index.m3u8
先锋乒羽,http://bytedance.live.cqccn.com/__cl/cg:live/__c/xianfeng/__op/default/__f//index.m3u8
环球旅游,http://bytedance.live.cqccn.com/__cl/cg:live/__c/huanqiulvyou/__op/default/__f//index.m3u8
纪实科教高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/bjayjsSD/__op/default/__f//index.m3u8
SiTV都市剧场高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8
SiTV魅力足球高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/mlzqHD/__op/default/__f//index.m3u8
SiTV动漫秀场高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dmxcHD/__op/default/__f//index.m3u8
SiTV游戏风云高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
SiTV生活时尚,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shenghuo/__op/default/__f//index.m3u8
SiTV法治天地,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fazhi/__op/default/__f//index.m3u8
SiTV金色学堂,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jinse/__op/default/__f//index.m3u8
CHC高清电影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC动作电影,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CCTV风云剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shandongHD/__op/default/__f//index.m3u8
CCTV风云剧场高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
CCTV风云音乐高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8
CCTV风云足球高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f//index.m3u8
CCTV怀旧剧场高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f//index.m3u8
CCTV第一剧场高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f//index.m3u8
CCTV兵器科技高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f//index.m3u8
CCTV央视文化精品,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f//index.m3u8
CCTV高尔夫网球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
CCTV央视台球,http://bytedance.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f//index.m3u8
CCTV女性时尚,http://bytedance.live.cqccn.com/__cl/cg:live/__c/nvxing/__op/default/__f//index.m3u8



陕西频道,#genre#

